	translatome	tran_name	tran_annotation	tran_category	proteome	prot_name	prot_annotation	prot_category	correlation
3009	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		-0.00889281605526244
3010	P27635	RPL10	60S ribosomal protein L10;RPL10;ortholog	ribosomal protein(PC00202)	Q6NXT1				-0.009057388824495409
3011	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	Q96DB5				-0.00916512447874369
3012	P61962	DCAF7	DDB1- and CUL4-associated factor 7;DCAF7;ortholog		P49959	MRE11A	Double-strand break repair protein MRE11;MRE11;ortholog		-0.009331581891100909
3013	Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1;ABCF1;ortholog	translation elongation factor(PC00222)	Q8WWK9				-0.00939582196489577
3014	Q8N6R0				Q8WWK9				-0.00941838954272217
3015	Q8NC51				P47897_P07814				-0.00963001742870198
3016	Q9Y2R9	MRPS7	28S ribosomal protein S7	ribosomal protein(PC00202)	Q9H4B0				-0.00966083900686929
3017	P11216	PYGB	Glycogen phosphorylase	glycosyltransferase(PC00111)	P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.00967524774636152
3018	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.00981286003326447
3019	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	Q7Z2T5				-0.0102556449721
3020	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	Q9Y548				-0.0102994682611367
3021	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		Q9Y224	C14orf166	RNA transcription		-0.0103760206680509
3022	P30040				Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	-0.0104700105029687
3023	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	O43663	PRC1	Protein regulator of cytokinesis 1;PRC1;ortholog	non-motor microtubule binding protein(PC00166)	-0.0104881683323891
3024	O75368				P11388	TOP2A			-0.010787365846946
3025	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q99519	NEU1	Sialidase-1;NEU1;ortholog	hydrolase(PC00121)	-0.0108746617464885
3026	Q5T6V5				Q03169				-0.0109553729077726
3027	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	Q99519	NEU1	Sialidase-1;NEU1;ortholog	hydrolase(PC00121)	-0.0114696766298558
3028	Q5T6V5				P35249	RFC4	Replication factor C subunit 4;RFC4;ortholog	DNA-directed DNA polymerase(PC00018)	-0.0116999199721221
3029	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	-0.0117560418085936
3030	Q9UHR5	SAP30BP	SAP30-binding protein;SAP30BP;ortholog		Q14739	LBR	Delta(14)-sterol reductase;LBR;ortholog	reductase(PC00198)	-0.0118002095568763
3031	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		-0.0119560374386274
3032	P53602	MVD			P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	-0.0121826028578899
3033	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.012193501664811
3034	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	P04264_P04259_P02538_P04264_P05787_P13647				-0.0122160368525782
3035	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		Q96K21				-0.012251237389205
3036	O75368				Q03169				-0.0123475070990627
3037	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0125046944770092
3038	Q9Y2R9	MRPS7	28S ribosomal protein S7	ribosomal protein(PC00202)	P31948	STIP1	Stress-induced-phosphoprotein 1;STIP1;ortholog		-0.0125652275244628
3039	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	Q14980	NUMA1	Nuclear mitotic apparatus protein 1;NUMA1;ortholog	microtubule or microtubule-binding cytoskeletal protein(PC00157)	-0.0127346380463494
3040	Q96EL3	MRPL53	39S ribosomal protein L53		Q96DB5				-0.0128349334222418
3041	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q8WYA6	CTNNBL1	Beta-catenin-like protein 1;CTNNBL1;ortholog		-0.012938340396469
3042	Q8NC51				Q9H1X3				-0.0130747187986563
3043	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q03169				-0.0131280021700187
3044	O75368				Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	-0.0132093202726709
3045	A6NHR9				P06493	CDK1	Cyclin-dependent kinase 1;CDK1;ortholog	non-receptor serine/threonine protein kinase(PC00167)	-0.0133012437862125
3046	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		Q8WUX9	CHMP7	Charged multivesicular body protein 7;CHMP7;ortholog	membrane traffic protein(PC00150)	-0.0134398170585253
3047	P06280	GLA	Alpha-galactosidase A;GLA;ortholog		O75717				-0.0134703062795188
3048	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	-0.0134884862959343
3049	P62841	RPS15	40S ribosomal protein S15;RPS15;ortholog	ribosomal protein(PC00202)	Q6NXT1				-0.0137164063614391
3050	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	Q14517				-0.0138430439477271
3051	P30040				P35249	RFC4	Replication factor C subunit 4;RFC4;ortholog	DNA-directed DNA polymerase(PC00018)	-0.0139820103613529
3052	Q86Y07				Q9H1I8	ASCC2	Activating signal cointegrator 1 complex subunit 2;ASCC2;ortholog		-0.0142304595385532
3053	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		P04264_P04259_P02538_P04264_P05787_P13647				-0.0143941739814942
3054	Q00839	HNRNPU	Heterogeneous nuclear ribonucleoprotein U;HNRNPU;ortholog		Q16719	KYNU	Kynureninase;KYNU;ortholog	hydrolase(PC00121)	-0.0144528250927653
3055	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		Q03169				-0.014572405738758003
3056	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		-0.0146050584090998
3057	Q5T6V5				Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	-0.0146926601726707
3058	P32004	L1CAM	Neural cell adhesion molecule L1;L1CAM;ortholog		O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	-0.0147519321034767
3059	Q5T6V5				Q8WUX9	CHMP7	Charged multivesicular body protein 7;CHMP7;ortholog	membrane traffic protein(PC00150)	-0.0148109519012897
3060	P05388	RPLP0			Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	-0.0149383688331585
3061	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		P61158	ACTR3	Actin-related protein 3;ACTR3;ortholog	actin and actin related protein(PC00039)	-0.0149399750064461
3062	P06280	GLA	Alpha-galactosidase A;GLA;ortholog		P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing];ASNS;ortholog	ligase(PC00142)	-0.0151364051184093
3063	Q9Y281				Q9H1X3				-0.0156543439162083
3064	Q8NHP8				Q13362	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;PPP2R5C;ortholog	protein phosphatase(PC00195)	-0.0157402281524944
3065	Q14978				Q9C0A0				-0.0157901529247356
3066	Q92626	PXDN	Peroxidasin homolog;PXDN;ortholog	peroxidase(PC00180)	O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	-0.0159493779125634
3067	P39023	RPL3	60S ribosomal protein L3;RPL3;ortholog	ribosomal protein(PC00202)	P31321	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit;PRKAR1B;ortholog		-0.0162340094032155
3068	P30040				P62249	RPS16	40S ribosomal protein S16;RPS16;ortholog		-0.0162346217655915
3069	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P0DTC2		Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0163111445997625
3070	Q9UHR5	SAP30BP	SAP30-binding protein;SAP30BP;ortholog		Q7Z434	MAVS	Mitochondrial antiviral-signaling protein;MAVS;ortholog		-0.0166349215165784
3071	Q92626	PXDN	Peroxidasin homolog;PXDN;ortholog	peroxidase(PC00180)	Q6NXT1				-0.0169405124149178
3072	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		Q9Y224	C14orf166	RNA transcription		-0.0169625801844836
3073	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P09496	CLTA	Clathrin light chain A;CLTA;ortholog	vesicle coat protein(PC00235)	-0.0169869947257048
3074	P39023	RPL3	60S ribosomal protein L3;RPL3;ortholog	ribosomal protein(PC00202)	O43747	AP1G1	AP-1 complex subunit gamma-1;AP1G1;ortholog	membrane traffic protein(PC00150)	-0.0170280880562461
3075	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	Q5TBB1				-0.0170656631817514
3076	P05388	RPLP0			Q2M2H8				-0.0171504725492362
3077	Q03701				P04264_P04259_P02538_P04264_P05787_P13647				-0.017432898109531
3078	Q14978				P31321	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit;PRKAR1B;ortholog		-0.0174365786663262
3079	Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1;ABCF1;ortholog	translation elongation factor(PC00222)	P31321	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit;PRKAR1B;ortholog		-0.0175055586267176
3080	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	O75717				-0.0175921810061803
3081	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	Q8WWK9				-0.0178357203125661
3082	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	Q9H1I8	ASCC2	Activating signal cointegrator 1 complex subunit 2;ASCC2;ortholog		-0.0180113379146564
3083	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	Q00266_P31153				-0.0182824244030929
3084	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	-0.0183344342919485
3085	Q8N6R0				Q13362	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;PPP2R5C;ortholog	protein phosphatase(PC00195)	-0.0183942531552202
3086	Q9Y281				P04264_P04259_P02538_P04264_P05787_P13647				-0.0187036906709501
3087	Q03701				P35249	RFC4	Replication factor C subunit 4;RFC4;ortholog	DNA-directed DNA polymerase(PC00018)	-0.0190284777838352
3088	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	P0DTD2		Protein 9b (Accessory protein 9b) (ORF-9b)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0190979856413928
3089	P32969	RPL9	60S ribosomal protein L9;RPL9P9;ortholog	ribosomal protein(PC00202)	Q7Z434	MAVS	Mitochondrial antiviral-signaling protein;MAVS;ortholog		-0.0191480769678853
3090	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	Q96DB5				-0.0195777023648479
3091	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		-0.0195806521865548
3092	P05388	RPLP0			P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	-0.019652149489143997
3093	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		-0.0196575366360238
3094	P30040				Q9UPN6				-0.0199014177815119
3095	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		P08174	CD55	Complement decay-accelerating factor;CD55;ortholog		-0.0201337075456857
3096	P62841	RPS15	40S ribosomal protein S15;RPS15;ortholog	ribosomal protein(PC00202)	Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		-0.0202696047631651
3097	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P51665	PSMD7	26S proteasome non-ATPase regulatory subunit 7;PSMD7;ortholog	translation initiation factor(PC00224)	-0.0202827072687396
3098	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	-0.0203845385805057
3099	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		-0.0205266049267713
3100	Q86Y07				Q7Z434	MAVS	Mitochondrial antiviral-signaling protein;MAVS;ortholog		-0.0205833006541814
3101	Q86TU7	SETD3	Actin-histidine N-methyltransferase;SETD3;ortholog		Q96QR8				-0.020636700040676997
3102	P05787	KRT8	Keratin		Q9H4B0				-0.0209268867895853
3103	P00480	OTC	Ornithine carbamoyltransferase		Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	-0.0209500814813911
3104	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		Q96K21				-0.0210235389426127
3105	P49643	PRIM2	DNA primase large subunit;PRIM2;ortholog	primase(PC00189)	O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	-0.0211639963528804
3106	Q13907	IDI1			P30047	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein;GCHFR;ortholog		-0.0211973657674412
3107	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	-0.0213995453547546
3108	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		-0.0214195279443128
3109	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	P30046				-0.0214480725880674
3110	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		O75717				-0.0215711159874034
3111	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	-0.0216248586676755
3112	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0217274008838215
3113	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q96DB5				-0.0217346484590227
3114	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	P30047	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein;GCHFR;ortholog		-0.0217715098712494
3115	Q9Y281				O43663	PRC1	Protein regulator of cytokinesis 1;PRC1;ortholog	non-motor microtubule binding protein(PC00166)	-0.021980027049138002
3116	Q13907	IDI1			P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	-0.0221364955695923
3117	Q8NHP8				P02533_P08727_Q9D312_P19012_Q04695_P19001_P08727_P08779_P35900				-0.0221941183845337
3118	P39023	RPL3	60S ribosomal protein L3;RPL3;ortholog	ribosomal protein(PC00202)	Q9H1X3				-0.0223748266757812
3119	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q9C0A0				-0.0225397621796349
3120	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		-0.0227171463973884
3121	Q14978				O43747	AP1G1	AP-1 complex subunit gamma-1;AP1G1;ortholog	membrane traffic protein(PC00150)	-0.022832580634542996
3122	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	Q9C0A0				-0.0229117680437911
3123	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	Q9BPZ3				-0.0231381311319981
3124	P27635	RPL10	60S ribosomal protein L10;RPL10;ortholog	ribosomal protein(PC00202)	P04264_P04259_P02538_P04264_P05787_P13647				-0.0232573844373856
3125	P32004	L1CAM	Neural cell adhesion molecule L1;L1CAM;ortholog		P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0234728442603316
3126	Q8N6R0				P08174	CD55	Complement decay-accelerating factor;CD55;ortholog		-0.0235095896345649
3127	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	-0.0238145638709732
3128	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P0DTC2		Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0238247280924832
3129	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0239906352293533
3130	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q13362	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;PPP2R5C;ortholog	protein phosphatase(PC00195)	-0.0241839822841398
3131	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	-0.0243907096508509
3132	Q86Y07				Q99519	NEU1	Sialidase-1;NEU1;ortholog	hydrolase(PC00121)	-0.0244222870861525
3133	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	-0.0244850002070946
3134	Q9UHR5	SAP30BP	SAP30-binding protein;SAP30BP;ortholog		P61158	ACTR3	Actin-related protein 3;ACTR3;ortholog	actin and actin related protein(PC00039)	-0.0247093761780034
3135	Q5T6V5				O43663	PRC1	Protein regulator of cytokinesis 1;PRC1;ortholog	non-motor microtubule binding protein(PC00166)	-0.0247465483002975
3136	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	O75127				-0.0247565147244447
3137	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		O43795				-0.0248926986842472
3138	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0252853967271977
3139	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	Q9Y548				-0.0253409019485567
3140	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P0DTC9		Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0256330404259843
3141	Q9Y2R9	MRPS7	28S ribosomal protein S7	ribosomal protein(PC00202)	P0DTC3		Protein 3a (Accessory protein 3a) (Protein U274) (Protein X1)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.0256971329133866
3142	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.025904521569651003
3143	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q2M2H8				-0.0260830647342468
3144	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	P62249	RPS16	40S ribosomal protein S16;RPS16;ortholog		-0.0260945640319703
3145	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q9NPE3	NOP10	H/ACA ribonucleoprotein complex subunit 3;NOP10;ortholog	RNA binding protein(PC00031)	-0.0261205391781403
